결제구분,접수일자,품목 및 규격,수량,단가,합계,데이터기준일자
결제,2024-06-15,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-15,장식장(90x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-15,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-15,침대(2인용세트),1,13000,13000,2024-07-02
결제,2024-06-15,옥·돌·황토침대(1인용),1,11000,11000,2024-07-02
결제,2024-06-15,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-06-15,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-15,장판(5m당),1,2000,2000,2024-07-02
결제,2024-06-15,서랍장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-15,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-15,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-15,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-15,침대(1인용세트),1,11000,11000,2024-07-02
결제,2024-06-15,액자(높이 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-15,액자(높이 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-15,액자(높이 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-15,액자(높이 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-15,액자(높이 1m 이상),1,3000,3000,2024-07-02
결제,2024-06-15,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-06-15,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-06-15,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-15,화장대(거울포함),1,5000,5000,2024-07-02
미결제,2024-06-15,화장대(거울포함),1,5000,5000,2024-07-02
결제,2024-06-15,침대(2인용세트),1,13000,13000,2024-07-02
결제,2024-06-15,냉장고(500L 이상),1,11000,11000,2024-07-02
결제,2024-06-15,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-15,프린터(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-15,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-15,유리(1m 미만),1,2000,2000,2024-07-02
결제,2024-06-15,유리(1m 미만),1,2000,2000,2024-07-02
결제,2024-06-15,유리(1m 미만),1,2000,2000,2024-07-02
결제,2024-06-15,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-15,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-06-15,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-06-15,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-15,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-15,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-15,서랍장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-15,침대머리( ),1,2000,2000,2024-07-02
결제,2024-06-15,유아용소파(1인용),1,1000,1000,2024-07-02
결제,2024-06-15,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-15,유아용놀이매트(5m당),1,2000,2000,2024-07-02
미결제,2024-06-15,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-14,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-14,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-14,장롱(120cm 미만),1,11000,11000,2024-07-02
미결제,2024-06-14,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-14,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-06-14,침대(1인용세트),1,11000,11000,2024-07-02
결제,2024-06-14,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-14,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,컴퓨터(모니터(모든규격)),1,0,0,2024-07-02
미결제,2024-06-14,책꽂이( ),1,2000,2000,2024-07-02
미결제,2024-06-14,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-14,욕조(성인욕조(1인용)),1,5000,5000,2024-07-02
결제,2024-06-14,유아용카시트( ),1,2000,2000,2024-07-02
결제,2024-06-14,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-14,장식장(90x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-14,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-14,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-06-14,침대머리( ),1,2000,2000,2024-07-02
결제,2024-06-14,소파(2인용),1,3000,3000,2024-07-02
결제,2024-06-14,소파(2인용),1,3000,3000,2024-07-02
결제,2024-06-14,전자레인지(모든규격),1,0,0,2024-07-02
미결제,2024-06-14,컴퓨터(모니터(모든규격)),1,0,0,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,운동기구(헬스싸이클),1,3000,3000,2024-07-02
결제,2024-06-14,오락기(대형),1,5000,5000,2024-07-02
결제,2024-06-14,운동기구(런닝머신),1,5000,5000,2024-07-02
결제,2024-06-14,욕조(성인욕조(1인용)),1,5000,5000,2024-07-02
결제,2024-06-14,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-14,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-14,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-14,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-14,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-14,운동기구(헬스싸이클),1,3000,3000,2024-07-02
결제,2024-06-14,의자(2인용),1,3000,3000,2024-07-02
결제,2024-06-14,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-06-14,파렛트( ),1,5000,5000,2024-07-02
결제,2024-06-14,파렛트( ),1,5000,5000,2024-07-02
결제,2024-06-14,파렛트( ),1,5000,5000,2024-07-02
결제,2024-06-14,파렛트( ),1,5000,5000,2024-07-02
결제,2024-06-14,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,블라인드( ),1,2000,2000,2024-07-02
결제,2024-06-14,화장실장식장( ),1,2000,2000,2024-07-02
결제,2024-06-14,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-14,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-14,세탁기(10kg 이상),1,8000,8000,2024-07-02
결제,2024-06-14,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-14,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-06-14,"컴퓨터책상세트(작은서랍장,책장포함)",1,8000,8000,2024-07-02
결제,2024-06-14,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-14,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-14,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-14,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-14,옷걸이( ),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,컴퓨터(키보드(모든규격)),1,0,0,2024-07-02
결제,2024-06-14,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-14,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-14,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-06-14,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-06-14,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-14,거울(110x120cm미만),1,2000,2000,2024-07-02
결제,2024-06-14,거울(110x120cm미만),1,2000,2000,2024-07-02
결제,2024-06-14,유리(1m 이상),1,5000,5000,2024-07-02
결제,2024-06-14,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-14,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-14,청소기(높이 1m 이상),1,5000,5000,2024-07-02
결제,2024-06-14,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-06-14,전기장판( ),1,3000,3000,2024-07-02
미결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
미결제,2024-06-14,서랍장(4단 이하),1,2000,2000,2024-07-02
미결제,2024-06-14,책상(일반용),1,5000,5000,2024-07-02
미결제,2024-06-14,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-14,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-14,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-06-14,TV거실장(120cm 이하),1,3000,3000,2024-07-02
결제,2024-06-14,TV거실장(120cm 이하),1,3000,3000,2024-07-02
결제,2024-06-14,침대(2인용세트),1,13000,13000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-14,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-14,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-14,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-14,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-14,식탁(의자별도)(6인용이상),1,5000,5000,2024-07-02
결제,2024-06-14,세탁기(10kg 이상),1,8000,8000,2024-07-02
결제,2024-06-14,TV(19인치 이상),1,5000,5000,2024-07-02
미결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
미결제,2024-06-14,의자(1인용),1,2000,2000,2024-07-02
미결제,2024-06-14,장롱(120cm 이상),1,13000,13000,2024-07-02
미결제,2024-06-14,장롱(120cm 이상),1,13000,13000,2024-07-02
미결제,2024-06-14,장롱(120cm 이상),1,13000,13000,2024-07-02
미결제,2024-06-14,식탁(의자별도)(6인용이상),1,5000,5000,2024-07-02
결제,2024-06-14,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-14,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-14,장롱(120cm 이상),1,13000,13000,2024-07-02
미결제,2024-06-14,장롱(120cm 이상),1,13000,13000,2024-07-02
미결제,2024-06-14,장롱(120cm 이상),1,13000,13000,2024-07-02
미결제,2024-06-14,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-13,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-13,공기청정기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-13,에어컨(걸이형),1,5000,5000,2024-07-02
결제,2024-06-13,소파(4인용),1,8000,8000,2024-07-02
결제,2024-06-13,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-06-13,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-13,에어컨(실외기),1,5000,5000,2024-07-02
결제,2024-06-13,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-13,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-06-13,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-13,책꽂이( ),1,2000,2000,2024-07-02
결제,2024-06-13,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-06-13,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-06-13,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-13,유리(1m 이상),1,5000,5000,2024-07-02
결제,2024-06-13,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-06-13,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-13,액자(높이 1m 이상),1,3000,3000,2024-07-02
결제,2024-06-13,응접탁자( ),1,5000,5000,2024-07-02
결제,2024-06-13,침대(2인용세트),1,13000,13000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,거울(110x120cm미만),1,2000,2000,2024-07-02
결제,2024-06-13,서랍장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-13,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-13,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-06-13,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-13,화분(대형),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,책장(4단 이하),1,2000,2000,2024-07-02
미결제,2024-06-13,화분(대형),1,2000,2000,2024-07-02
미결제,2024-06-13,협탁(보조책상)( ),1,2000,2000,2024-07-02
미결제,2024-06-13,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
미결제,2024-06-13,책상(일반용),1,5000,5000,2024-07-02
미결제,2024-06-13,책상(일반용),1,5000,5000,2024-07-02
미결제,2024-06-13,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-06-13,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-13,전자레인지(모든규격),1,0,0,2024-07-02
결제,2024-06-13,"전기밥솥, 밥통(모든규격)",1,0,0,2024-07-02
결제,2024-06-13,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-13,소파(4인용),1,8000,8000,2024-07-02
결제,2024-06-13,"어항(가로, 세로 1m 미만)",1,2000,2000,2024-07-02
결제,2024-06-13,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-13,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-13,냉장고(300L 이상),1,8000,8000,2024-07-02
결제,2024-06-13,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-13,온풍기( ),1,5000,5000,2024-07-02
결제,2024-06-13,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-13,칠판(폭 1m 이상),1,3000,3000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,식탁(의자별도)(6인용이상),1,5000,5000,2024-07-02
결제,2024-06-13,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-13,식기세척기( ),1,5000,5000,2024-07-02
결제,2024-06-13,세단기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-13,식탁(의자별도)(6인용이상),1,5000,5000,2024-07-02
결제,2024-06-13,가스오븐레인지(높이 1m 이상),1,8000,8000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,장식장(90x180cm 이상),1,8000,8000,2024-07-02
결제,2024-06-13,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-06-13,뜀틀( ),1,3000,3000,2024-07-02
결제,2024-06-13,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-13,칠판(폭 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-13,칠판(폭 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-13,칠판(폭 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-13,칠판(폭 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-13,칠판(폭 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-13,칠판(폭 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-13,칠판(폭 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-13,칠판(폭 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,거울(110x120cm미만),1,2000,2000,2024-07-02
결제,2024-06-13,서랍장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-13,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-13,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-13,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-13,소파(2인용),1,3000,3000,2024-07-02
결제,2024-06-13,주니어장(쪽),1,11000,11000,2024-07-02
결제,2024-06-13,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-06-13,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-13,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-13,책꽂이( ),1,2000,2000,2024-07-02
결제,2024-06-13,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-06-13,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-06-13,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-06-13,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-13,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-13,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-13,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-06-13,소화기(3.3kg 미만),1,2000,2000,2024-07-02
결제,2024-06-13,화장대(거울포함),1,5000,5000,2024-07-02
결제,2024-06-13,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-13,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-13,주니어장(쪽),1,11000,11000,2024-07-02
결제,2024-06-13,소파(4인용),1,8000,8000,2024-07-02
결제,2024-06-13,어린이침대(세트),1,8000,8000,2024-07-02
결제,2024-06-13,침대(2인용세트),1,13000,13000,2024-07-02
결제,2024-06-13,"식탁(의자별도)(대리석, 6인용미만)",1,11000,11000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,소파(4인용),1,8000,8000,2024-07-02
결제,2024-06-13,화장대(거울포함),1,5000,5000,2024-07-02
결제,2024-06-13,소파(4인용),1,8000,8000,2024-07-02
결제,2024-06-13,침대(2인용세트),1,13000,13000,2024-07-02
결제,2024-06-13,상(4인 이하),1,2000,2000,2024-07-02
결제,2024-06-13,상(5인 이상),1,5000,5000,2024-07-02
결제,2024-06-13,전자레인지(모든규격),1,0,0,2024-07-02
결제,2024-06-13,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-06-13,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-06-13,"컴퓨터책상세트(작은서랍장,책장포함)",1,8000,8000,2024-07-02
결제,2024-06-13,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-13,탈수기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-13,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-13,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-13,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-13,커피메이커(모든규격),1,0,0,2024-07-02
미결제,2024-06-13,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
미결제,2024-06-13,피아노(디지털),1,11000,11000,2024-07-02
미결제,2024-06-13,유아용카시트( ),1,2000,2000,2024-07-02
미결제,2024-06-13,유아용전동차( ),1,2000,2000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,컴퓨터(본체(모든규격)),1,0,0,2024-07-02
결제,2024-06-13,컴퓨터(모니터(모든규격)),1,0,0,2024-07-02
결제,2024-06-13,청소기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-13,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-13,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-13,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-13,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-13,유아용놀이매트(5m당),1,2000,2000,2024-07-02
미결제,2024-06-13,유아용카시트( ),1,2000,2000,2024-07-02
미결제,2024-06-13,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-13,"전기밥솥, 밥통(모든규격)",1,0,0,2024-07-02
결제,2024-06-13,침대(1인용세트),1,11000,11000,2024-07-02
미결제,2024-06-13,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-06-13,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-06-13,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-06-13,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-13,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,거울(110x120cm미만),1,2000,2000,2024-07-02
결제,2024-06-13,액자(높이 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-13,액자(높이 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-13,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-13,침대(1인용세트),1,11000,11000,2024-07-02
결제,2024-06-13,상(4인 이하),1,2000,2000,2024-07-02
결제,2024-06-13,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-13,쌀통(다용도형),1,3000,3000,2024-07-02
결제,2024-06-13,"비디오, DVD(모든규격)",1,0,0,2024-07-02
결제,2024-06-13,장식장(90x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-13,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-13,소파(2인용),1,3000,3000,2024-07-02
결제,2024-06-13,소파(2인용),1,3000,3000,2024-07-02
결제,2024-06-13,소파(2인용),1,3000,3000,2024-07-02
결제,2024-06-13,소파(2인용),1,3000,3000,2024-07-02
결제,2024-06-13,상(5인 이상),1,5000,5000,2024-07-02
결제,2024-06-13,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-06-13,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-13,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-13,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-13,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-13,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-13,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-13,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-13,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-13,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-13,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-13,식탁(의자별도)(6인용이상),1,5000,5000,2024-07-02
결제,2024-06-13,식탁(의자별도)(6인용이상),1,5000,5000,2024-07-02
결제,2024-06-13,식탁(의자별도)(6인용이상),1,5000,5000,2024-07-02
결제,2024-06-13,식탁(의자별도)(6인용이상),1,5000,5000,2024-07-02
결제,2024-06-13,식탁(의자별도)(6인용이상),1,5000,5000,2024-07-02
결제,2024-06-13,식탁(의자별도)(6인용이상),1,5000,5000,2024-07-02
결제,2024-06-13,식탁(의자별도)(6인용이상),1,5000,5000,2024-07-02
