결제구분,접수일자,품목 및 규격,수량,단가,합계,데이터기준일자
결제,2024-06-13,식탁(의자별도)(6인용이상),1,5000,5000,2024-07-02
결제,2024-06-13,보행기( ),1,2000,2000,2024-07-02
결제,2024-06-13,TV(42인치 이상),1,8000,8000,2024-07-02
결제,2024-06-13,장식장(90x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-13,장식장(90x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-13,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-13,유리(1m 이상),1,5000,5000,2024-07-02
결제,2024-06-13,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-06-13,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-13,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-13,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-13,서랍장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-13,아기침대매트리스( ),1,2000,2000,2024-07-02
결제,2024-06-13,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-13,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-13,청소기(높이 1m 이상),1,5000,5000,2024-07-02
결제,2024-06-13,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-13,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-13,탁구대( ),1,8000,8000,2024-07-02
결제,2024-06-13,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-13,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-13,항아리(높이 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-13,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-13,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-13,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-13,화장대(거울포함),1,5000,5000,2024-07-02
결제,2024-06-13,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-13,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-06-12,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-06-12,다리미판( ),1,2000,2000,2024-07-02
결제,2024-06-12,유아용목마( ),1,1000,1000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,유리(1m 이상),1,5000,5000,2024-07-02
결제,2024-06-12,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-12,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-12,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-06-12,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-12,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-06-12,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-12,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-12,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,컴퓨터(모니터(모든규격)),1,0,0,2024-07-02
결제,2024-06-12,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-06-12,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-06-12,책꽂이( ),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,신발장(높이 1m 이상),1,3000,3000,2024-07-02
결제,2024-06-12,신발장(높이 1m 이상),1,3000,3000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,소화기(3.3kg 미만),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-12,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-12,파라솔( ),1,3000,3000,2024-07-02
결제,2024-06-12,아기침대틀( ),1,2000,2000,2024-07-02
결제,2024-06-12,아기침대틀( ),1,2000,2000,2024-07-02
결제,2024-06-12,스텝퍼( ),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-12,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,블라인드( ),1,2000,2000,2024-07-02
결제,2024-06-12,블라인드( ),1,2000,2000,2024-07-02
결제,2024-06-12,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-06-12,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-12,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-12,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-12,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-12,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-12,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-12,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-12,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-12,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-12,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-12,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,시계(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,도마( ),1,1000,1000,2024-07-02
결제,2024-06-12,컴퓨터(본체(모든규격)),1,0,0,2024-07-02
결제,2024-06-12,배기후드( ),1,2000,2000,2024-07-02
결제,2024-06-12,커튼봉( ),1,1000,1000,2024-07-02
결제,2024-06-12,버티컬( ),1,2000,2000,2024-07-02
결제,2024-06-12,버티컬( ),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,장판(5m당),1,2000,2000,2024-07-02
결제,2024-06-12,장식장(90x180cm 이상),1,8000,8000,2024-07-02
결제,2024-06-12,장식장(90x180cm 이상),1,8000,8000,2024-07-02
결제,2024-06-12,책꽂이( ),1,2000,2000,2024-07-02
결제,2024-06-12,책꽂이( ),1,2000,2000,2024-07-02
결제,2024-06-12,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-12,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-12,책꽂이( ),1,2000,2000,2024-07-02
결제,2024-06-12,책꽂이( ),1,2000,2000,2024-07-02
결제,2024-06-12,화분(소형),1,1000,1000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,"전기밥솥, 밥통(모든규격)",1,0,0,2024-07-02
결제,2024-06-12,욕조(유아욕조),1,2000,2000,2024-07-02
결제,2024-06-12,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-12,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-12,화장대(거울포함),1,5000,5000,2024-07-02
결제,2024-06-12,소파(4인용),1,8000,8000,2024-07-02
결제,2024-06-12,가스레인지(모든규격),1,0,0,2024-07-02
결제,2024-06-12,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,커튼봉( ),1,1000,1000,2024-07-02
결제,2024-06-12,커튼봉( ),1,1000,1000,2024-07-02
결제,2024-06-12,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-06-12,유리(1m 이상),1,5000,5000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,전기장판( ),1,3000,3000,2024-07-02
미결제,2024-06-12,컴퓨터(모니터(모든규격)),1,0,0,2024-07-02
미결제,2024-06-12,의자(2인용),1,3000,3000,2024-07-02
미결제,2024-06-12,협탁(보조책상)( ),1,2000,2000,2024-07-02
미결제,2024-06-12,유리(1m 이상),1,5000,5000,2024-07-02
미결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,침대(1인용세트),1,11000,11000,2024-07-02
결제,2024-06-12,침대(2인용세트),1,13000,13000,2024-07-02
결제,2024-06-12,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,냉장고(300L 미만),1,5000,5000,2024-07-02
결제,2024-06-12,마네킹(전신),1,3000,3000,2024-07-02
결제,2024-06-12,상(5인 이상),1,5000,5000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,"간판(가로, 세로 1m 이상)",1,8000,8000,2024-07-02
결제,2024-06-12,칸막이·파티션(110x120cm 미만),1,2000,2000,2024-07-02
결제,2024-06-12,칸막이·파티션(110x120cm 미만),1,2000,2000,2024-07-02
결제,2024-06-12,칸막이·파티션(110x120cm 미만),1,2000,2000,2024-07-02
결제,2024-06-12,칸막이·파티션(110x120cm 미만),1,2000,2000,2024-07-02
결제,2024-06-12,칸막이·파티션(110x120cm 미만),1,2000,2000,2024-07-02
결제,2024-06-12,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-12,골프가방( ),1,3000,3000,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
미결제,2024-06-12,전자레인지(모든규격),1,0,0,2024-07-02
미결제,2024-06-12,상(4인 이하),1,2000,2000,2024-07-02
미결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
미결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,청소기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-12,프린터(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-12,세단기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-12,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-12,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-12,유아용미끄럼틀( ),1,5000,5000,2024-07-02
미결제,2024-06-12,"빨래건조대,이불( )",1,2000,2000,2024-07-02
미결제,2024-06-12,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-06-12,서랍장(5단 이상),1,5000,5000,2024-07-02
미결제,2024-06-12,서랍장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-12,거울(110x120cm미만),1,2000,2000,2024-07-02
결제,2024-06-12,전기장판( ),1,3000,3000,2024-07-02
미결제,2024-06-11,책상(일반용),1,5000,5000,2024-07-02
미결제,2024-06-11,탈수기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-11,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-11,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-11,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-11,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-11,콘솔( ),1,2000,2000,2024-07-02
결제,2024-06-11,청소기(높이 1m 이상),1,5000,5000,2024-07-02
결제,2024-06-11,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-06-11,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-11,운동기구(헬스싸이클),1,3000,3000,2024-07-02
결제,2024-06-11,유아용놀이매트(5m당),1,2000,2000,2024-07-02
미결제,2024-06-11,냉장고(300L 미만),1,5000,5000,2024-07-02
결제,2024-06-11,서랍장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-11,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-11,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-11,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-06-11,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-11,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
미결제,2024-06-11,냉장고(300L 이상),1,8000,8000,2024-07-02
결제,2024-06-11,TV(42인치 이상),1,8000,8000,2024-07-02
결제,2024-06-11,응접탁자( ),1,5000,5000,2024-07-02
결제,2024-06-11,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-11,세면대(60x90cm 이상),1,5000,5000,2024-07-02
결제,2024-06-11,세면대(60x90cm 이상),1,5000,5000,2024-07-02
결제,2024-06-11,신발장(높이 1m 이상),1,3000,3000,2024-07-02
결제,2024-06-11,신발장(높이 1m 이상),1,3000,3000,2024-07-02
결제,2024-06-11,양변기(물통포함),1,5000,5000,2024-07-02
결제,2024-06-11,양변기(물통포함),1,5000,5000,2024-07-02
결제,2024-06-11,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-11,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-11,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-11,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-11,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-11,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-11,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-11,화분(소형),1,1000,1000,2024-07-02
결제,2024-06-11,화분(대형),1,2000,2000,2024-07-02
결제,2024-06-11,가스오븐레인지(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-11,자전거( ),1,2000,2000,2024-07-02
결제,2024-06-11,소파(4인용),1,8000,8000,2024-07-02
결제,2024-06-11,가스레인지(모든규격),1,0,0,2024-07-02
결제,2024-06-11,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-11,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-11,책꽂이( ),1,2000,2000,2024-07-02
결제,2024-06-11,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-11,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-11,양변기(물통포함),1,5000,5000,2024-07-02
결제,2024-06-11,문갑(쪽),1,5000,5000,2024-07-02
결제,2024-06-11,문갑(쪽),1,5000,5000,2024-07-02
결제,2024-06-11,문갑(쪽),1,5000,5000,2024-07-02
결제,2024-06-11,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-11,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-11,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-11,의자(2인용),1,3000,3000,2024-07-02
결제,2024-06-11,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-11,콘솔( ),1,2000,2000,2024-07-02
결제,2024-06-11,콘솔( ),1,2000,2000,2024-07-02
결제,2024-06-11,유리(1m 이상),1,5000,5000,2024-07-02
결제,2024-06-11,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-11,소파(6인용),1,13000,13000,2024-07-02
결제,2024-06-11,고무통(90x100cm 이상),1,5000,5000,2024-07-02
결제,2024-06-11,유리(1m 미만),1,2000,2000,2024-07-02
결제,2024-06-11,유리(1m 미만),1,2000,2000,2024-07-02
결제,2024-06-11,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-11,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-11,문갑(쪽),1,5000,5000,2024-07-02
결제,2024-06-11,문갑(쪽),1,5000,5000,2024-07-02
결제,2024-06-11,문갑(쪽),1,5000,5000,2024-07-02
결제,2024-06-11,문갑(쪽),1,5000,5000,2024-07-02
결제,2024-06-11,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-06-11,옷걸이( ),1,2000,2000,2024-07-02
